"Razao Social (Registro ANS)";"Cobertura";"Porte";"Classificacao no Mes";"Classificacao no Mes Anterior";"Dez/20";"Nov/20";"Out/20";"Set/20";"Ago/20";"Jul/20";"Jun/20";"Mai/20";"Abr/20";"Mar/20";"Fev/20";"Jan/20";"Competencia";"Data de atualizacao"
"UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO (340952)";"Médico Hospitalar";"Médio";"32";"72";"   9.14";"   3.45";"   7.34";"   9.14";"   9.27";"   6.27";"   4.91";"   5.33";"   5.31";"   6.01";"   6.12";"   5.34";"202009";"15/01/2021 07:40:34"
"ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA. (395480)";"Médico Hospitalar";"Médio";"33";"15";"   9.02";"   9.54";"   8.23";"   9.02";"   9.24";"  11.06";"   8.14";"   8.21";"   8.44";"   9.90";"   8.26";"   7.86";"202009";"15/01/2021 07:40:34"
"UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA. (335479)";"Médico Hospitalar";"Médio";"34";"13";"   8.95";"   9.92";"   9.28";"   8.95";"   6.79";"   5.84";"   5.50";"   6.78";"   8.77";"   9.27";"   8.45";"   8.20";"202009";"15/01/2021 07:40:34"
"PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A. (326861)";"Médico Hospitalar";"Médio";"35";"50";"   8.83";"   5.07";"   6.01";"   8.83";"  11.33";"  10.09";"   6.48";"   4.13";"   3.57";"   3.48";"   2.79";"   4.04";"202009";"15/01/2021 07:40:34"
"UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO (359289)";"Médico Hospitalar";"Médio";"36";"55";"   8.62";"   4.70";"   6.71";"   8.62";"   8.69";"   6.19";"   3.36";"   3.37";"   4.76";"   7.35";"   7.60";"   9.57";"202009";"15/01/2021 07:40:34"
"SAUDE - SISTEMA ASSISTENCIAL UNIFICADO DE EMPRESAS - SOCIEDADE SIMPLES (410047)";"Médico Hospitalar";"Médio";"37";"38";"   8.44";"   6.36";"   7.53";"   8.44";"   7.01";"   5.81";"   4.19";"   5.71";"   5.65";"   5.11";"   4.62";"   5.44";"202009";"15/01/2021 07:40:34"
"CABERJ INTEGRAL SAÚDE S.A (415774)";"Médico Hospitalar";"Médio";"38";"35";"   8.03";"   6.86";"   7.74";"   8.03";"   6.31";"   6.43";"   4.83";"   5.25";"   5.66";"   5.76";"   5.13";"   5.16";"202009";"15/01/2021 07:40:34"
"UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA (367397)";"Médico Hospitalar";"Médio";"39";"49";"   7.81";"   5.12";"   6.83";"   7.81";"   8.07";"   8.08";"   6.86";"   5.38";"   3.91";"   4.15";"   5.84";"   6.31";"202009";"15/01/2021 07:40:34"
"ECOLE SERVIÇOS MÉDICOS LTDA (414298)";"Médico Hospitalar";"Médio";"40";"36";"   7.34";"   6.82";"   6.82";"   7.34";"   5.71";"   5.14";"   5.11";"   5.88";"   6.35";"   4.98";"   4.07";"   2.95";"202009";"15/01/2021 07:40:34"
"UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO (344397)";"Médico Hospitalar";"Médio";"41";"39";"   6.79";"   6.23";"   7.42";"   6.79";"   6.00";"   4.61";"   4.55";"   4.07";"   4.62";"   4.61";"   4.18";"   4.06";"202009";"15/01/2021 07:40:34"
"SANTA CASA DE MAUÁ SAÚDE (421197)";"Médico Hospitalar";"Médio";"42";"20";"   6.78";"   8.67";"   7.96";"   6.78";"   6.02";"   6.61";"   4.80";"   5.82";"   5.92";"   6.51";"   3.56";"   3.10";"202009";"15/01/2021 07:40:34"
"UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA. (321958)";"Médico Hospitalar";"Médio";"43";"43";"   6.72";"   5.95";"   5.14";"   6.72";"   4.93";"   4.81";"   2.96";"   3.51";"   4.23";"   5.67";"   5.39";"   5.39";"202009";"15/01/2021 07:40:34"
"UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA (337871)";"Médico Hospitalar";"Médio";"44";"12";"   6.39";"  10.35";"   6.38";"   6.39";"   6.00";"   4.41";"   2.00";"   1.20";"   1.60";"   5.20";"   6.80";"   8.00";"202009";"15/01/2021 07:40:34"
"UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO (364584)";"Médico Hospitalar";"Médio";"45";"67";"   6.15";"   3.81";"   4.44";"   6.15";"   6.17";"   5.86";"   3.54";"   3.53";"   3.97";"   4.88";"   4.42";"   5.17";"202009";"15/01/2021 07:40:34"
"UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA. (386588)";"Médico Hospitalar";"Médio";"46";"29";"   6.02";"   7.57";"   5.83";"   6.02";"   3.43";"   2.96";"   1.32";"   1.00";"   0.67";"   1.00";"   1.32";"   1.29";"202009";"15/01/2021 07:40:34"
"HBC SAÚDE LTDA. (414352)";"Médico Hospitalar";"Médio";"47";"52";"   5.58";"   4.95";"   6.39";"   5.58";"   4.20";"   1.98";"   0.86";"   1.76";"   3.54";"   5.64";"   4.78";"   4.51";"202009";"15/01/2021 07:40:34"
"UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO (333051)";"Médico Hospitalar";"Médio";"48";"48";"   5.39";"   5.38";"   5.19";"   5.39";"   4.16";"   5.18";"   4.24";"   3.18";"   2.77";"   3.38";"   4.73";"   4.72";"202009";"15/01/2021 07:40:34"
"CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL (385697)";"Médico Hospitalar";"Médio";"49";"51";"   5.31";"   5.04";"   5.57";"   5.31";"   5.31";"   4.24";"   2.12";"   1.86";"   1.33";"   1.60";"   1.86";"   1.86";"202009";"15/01/2021 07:40:34"
"ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE (411752)";"Médico Hospitalar";"Médio";"50";"46";"   5.13";"   5.52";"   5.42";"   5.13";"   3.68";"   2.56";"   2.20";"   3.03";"   4.71";"   4.60";"   3.84";"   2.38";"202009";"15/01/2021 07:40:34"
"AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA (394734)";"Médico Hospitalar";"Grande";"1";"1";"  30.93";"  23.95";"  29.36";"  30.93";"  28.54";"  24.09";"  22.44";"  23.93";"  21.39";"  20.08";"  13.89";"  12.64";"202009";"15/01/2021 07:40:34"
"GEAP AUTOGESTÃO EM SAÚDE (323080)";"Médico Hospitalar";"Grande";"2";"2";"  16.67";"  13.37";"  13.82";"  16.67";"  16.53";"  13.70";"   9.84";"  10.56";"  12.65";"  15.78";"  15.47";"  15.91";"202009";"15/01/2021 07:40:34"
"UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO (393321)";"Médico Hospitalar";"Grande";"3";"3";"  15.76";"  13.03";"  15.26";"  15.76";"  13.93";"  12.05";"  10.79";"  10.81";"  10.35";"  11.34";"  11.01";"  12.68";"202009";"15/01/2021 07:40:34"
"SANTA HELENA ASSISTÊNCIA MÉDICA S/A. (355097)";"Médico Hospitalar";"Grande";"4";"4";"  15.08";"  12.11";"  13.41";"  15.08";"  13.93";"  12.19";"  10.49";"  11.64";"  11.77";"  10.97";"   9.71";"  10.37";"202009";"15/01/2021 07:40:34"
"AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A. (326305)";"Médico Hospitalar";"Grande";"5";"9";"  12.49";"   9.62";"  11.15";"  12.49";"  11.93";"  10.42";"   8.94";"   8.80";"   9.29";"  10.28";"   9.94";"  10.61";"202009";"15/01/2021 07:40:34"
"CENTRO TRASMONTANO DE SAO PAULO (303623)";"Médico Hospitalar";"Grande";"6";"11";"  11.07";"   8.97";"   9.54";"  11.07";"  10.81";"  11.00";"   8.88";"   8.92";"   7.23";"   6.98";"   5.76";"   5.52";"202009";"15/01/2021 07:40:34"
"UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO (344885)";"Médico Hospitalar";"Grande";"7";"8";"  10.42";"  10.35";"   9.89";"  10.42";"   9.44";"   9.02";"   7.19";"   6.35";"   5.37";"   6.15";"   7.23";"   8.46";"202009";"15/01/2021 07:40:34"
"ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO (314218)";"Médico Hospitalar";"Grande";"8";"5";"  10.36";"  11.94";"  11.07";"  10.36";"  10.63";"  10.31";"   8.85";"   8.80";"  10.96";"  14.57";"  12.67";"  11.50";"202009";"15/01/2021 07:40:34"
"UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA (343731)";"Médico Hospitalar";"Grande";"9";"6";"  10.26";"  10.93";"  10.86";"  10.26";"   9.32";"   8.88";"   8.84";"   7.35";"   6.72";"   6.64";"   8.58";"   8.91";"202009";"15/01/2021 07:40:34"
"PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA (302147)";"Médico Hospitalar";"Grande";"10";"7";"   9.93";"  10.75";"   9.79";"   9.93";"   8.54";"   5.59";"   3.56";"   4.10";"   4.93";"   5.36";"   4.95";"   4.49";"202009";"15/01/2021 07:40:34"
"BRADESCO SAÚDE S.A. (005711)";"Médico Hospitalar";"Grande";"11";"12";"   9.86";"   8.62";"   9.16";"   9.86";"   9.47";"   8.22";"   6.88";"   6.82";"   7.00";"   7.66";"   7.32";"   7.55";"202009";"15/01/2021 07:40:34"
"CENTRAL NACIONAL UNIMED - COOPERATIVA CENTRAL (339679)";"Médico Hospitalar";"Grande";"12";"15";"   8.88";"   6.91";"   7.49";"   8.88";"   8.48";"   7.41";"   5.33";"   5.47";"   5.90";"   7.00";"   6.76";"   7.39";"202009";"15/01/2021 07:40:34"
"PROMED ASSISTENCIA MEDICA LTDA (348805)";"Médico Hospitalar";"Grande";"13";"29";"   8.86";"   5.11";"   5.32";"   8.86";"  10.11";"  11.72";"   8.77";"  10.41";"  10.18";"  10.61";"   9.17";"   9.13";"202009";"15/01/2021 07:40:34"
"UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO (353353)";"Médico Hospitalar";"Grande";"14";"44";"   8.30";"   5.78";"   6.56";"   8.30";"   7.93";"   9.97";"   9.80";"   8.23";"   5.32";"   2.88";"   2.69";"   3.00";"202009";"15/01/2021 07:40:34"
"UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO (360449)";"Médico Hospitalar";"Grande";"15";"10";"   8.13";"   9.51";"   8.36";"   8.13";"   6.83";"   5.63";"   4.17";"   4.51";"   5.23";"   5.16";"   4.19";"   4.45";"202009";"15/01/2021 07:40:34"
"VISION MED ASSISTÊNCIA MÉDICA LTDA (403911)";"Médico Hospitalar";"Grande";"16";"18";"   7.76";"   6.49";"   6.96";"   7.76";"   6.77";"   6.45";"   5.87";"   6.08";"   6.03";"   7.03";"   6.53";"   7.04";"202009";"15/01/2021 07:40:34"
"NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A. (348520)";"Médico Hospitalar";"Grande";"17";"17";"   7.63";"   6.54";"   7.13";"   7.63";"   6.79";"   5.68";"   4.41";"   4.82";"   5.40";"   6.03";"   5.81";"   6.40";"202009";"15/01/2021 07:40:34"
"SUL AMERICA COMPANHIA DE SEGURO SAÚDE (006246)";"Médico Hospitalar";"Grande";"18";"31";"   7.54";"   4.86";"   6.14";"   7.54";"   7.37";"   6.25";"   4.93";"   5.12";"   5.51";"   6.93";"   7.12";"   7.55";"202009";"15/01/2021 07:40:34"
"PREMIUM SAÚDE S.A. (417823)";"Médico Hospitalar";"Grande";"19";"33";"   7.41";"   4.63";"   5.61";"   7.41";"   7.92";"   6.87";"   4.97";"   4.46";"   3.97";"   5.26";"   4.23";"   3.97";"202009";"15/01/2021 07:40:34"
"CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL (346659)";"Médico Hospitalar";"Grande";"20";"23";"   7.28";"   6.10";"   6.53";"   7.28";"   6.42";"   5.41";"   4.03";"   4.80";"   5.52";"   6.93";"   6.93";"   7.04";"202009";"15/01/2021 07:40:34"
"NOTRE DAME INTERMÉDICA SAÚDE S.A. (359017)";"Médico Hospitalar";"Grande";"21";"13";"   7.16";"   7.68";"   7.47";"   7.16";"   6.40";"   5.32";"   4.01";"   3.98";"   4.33";"   5.12";"   4.84";"   4.59";"202009";"15/01/2021 07:40:34"
"UNIMED SEGUROS SAÚDE S/A (000701)";"Médico Hospitalar";"Grande";"22";"32";"   7.04";"   4.85";"   5.60";"   7.04";"   6.55";"   5.40";"   3.54";"   3.93";"   4.86";"   5.81";"   5.17";"   4.82";"202009";"15/01/2021 07:40:34"
"PETRÓLEO BRASILEIRO S.A.-PETROBRAS (366871)";"Médico Hospitalar";"Grande";"23";"21";"   7.01";"   6.27";"   5.80";"   7.01";"   6.70";"   5.66";"   4.22";"   5.74";"   6.73";"   8.15";"   6.37";"   5.51";"202009";"15/01/2021 07:40:34"
"GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA (309222)";"Médico Hospitalar";"Grande";"24";"22";"   6.93";"   6.22";"   6.34";"   6.93";"   6.72";"   6.71";"   6.63";"   6.63";"   6.53";"   6.60";"   6.24";"   5.79";"202009";"15/01/2021 07:40:34"
"UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO (382876)";"Médico Hospitalar";"Grande";"25";"24";"   6.83";"   5.89";"   6.37";"   6.83";"   5.46";"   4.79";"   3.25";"   3.30";"   2.90";"   3.02";"   2.84";"   3.43";"202009";"15/01/2021 07:40:34"
"SÃO FRANCISCO SISTEMAS DE SAÚDE SOCIEDADE EMPRESÁRIA LIMITADA (302091)";"Médico Hospitalar";"Grande";"26";"30";"   6.77";"   4.94";"   5.39";"   6.77";"   6.71";"   5.95";"   5.38";"   6.57";"   7.86";"   9.09";"   8.50";"   7.83";"202009";"15/01/2021 07:40:34"
"UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA. (317144)";"Médico Hospitalar";"Grande";"27";"16";"   6.72";"   6.74";"   6.37";"   6.72";"   7.37";"   8.31";"   7.07";"   6.25";"   5.12";"   5.71";"   5.46";"   5.20";"202009";"15/01/2021 07:40:34"
"UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO (357391)";"Médico Hospitalar";"Grande";"28";"14";"   6.71";"   6.92";"   6.68";"   6.71";"   6.20";"   5.25";"   3.56";"   3.91";"   4.03";"   5.18";"   5.00";"   5.40";"202009";"15/01/2021 07:40:34"
"UNIMED DE SANTOS COOP DE TRAB MEDICO (355721)";"Médico Hospitalar";"Grande";"29";"37";"   5.91";"   4.09";"   4.54";"   5.91";"   5.11";"   3.61";"   1.64";"   1.96";"   1.88";"   1.81";"   2.20";"   3.09";"202009";"15/01/2021 07:40:34"
"UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO (303976)";"Médico Hospitalar";"Grande";"30";"55";"   5.77";"   2.21";"   3.05";"   5.77";"   5.85";"   5.59";"   3.28";"   3.20";"   2.55";"   2.66";"   2.47";"   2.65";"202009";"15/01/2021 07:40:34"
"UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO (327689)";"Médico Hospitalar";"Grande";"31";"40";"   5.62";"   3.91";"   4.68";"   5.62";"   4.73";"   3.38";"   2.29";"   3.41";"   3.59";"   4.62";"   4.10";"   3.92";"202009";"15/01/2021 07:40:34"
"FUNDAÇÃO SAÚDE ITAÚ (312126)";"Médico Hospitalar";"Grande";"32";"34";"   5.52";"   4.60";"   4.39";"   5.52";"   4.81";"   4.36";"   3.86";"   4.37";"   3.67";"   4.50";"   3.36";"   4.17";"202009";"15/01/2021 07:40:34"
"FUNDAÇÃO CESP (315478)";"Médico Hospitalar";"Grande";"33";"25";"   5.38";"   5.79";"   5.86";"   5.38";"   4.78";"   3.64";"   2.97";"   2.36";"   3.65";"   4.88";"   5.91";"   6.82";"202009";"15/01/2021 07:40:34"
"UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO (335592)";"Médico Hospitalar";"Grande";"34";"20";"   5.25";"   6.35";"   4.91";"   5.25";"   5.28";"   4.86";"   3.58";"   3.79";"   3.52";"   4.74";"   3.85";"   4.82";"202009";"15/01/2021 07:40:34"
"SAMP ESPÍRITO SANTO ASSISTÊNCIA MÉDICA S.A. (342033)";"Médico Hospitalar";"Grande";"35";"28";"   5.00";"   5.48";"   4.56";"   5.00";"   4.22";"   4.13";"   3.32";"   2.98";"   2.70";"   2.28";"   1.82";"   1.67";"202009";"15/01/2021 07:40:34"
"CENTRO CLÍNICO GAÚCHO LTDA (392804)";"Médico Hospitalar";"Grande";"36";"26";"   4.82";"   5.63";"   5.61";"   4.82";"   3.54";"   2.64";"   2.28";"   2.81";"   2.68";"   3.04";"   3.18";"   3.54";"202009";"15/01/2021 07:40:34"
"CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA (340782)";"Médico Hospitalar";"Grande";"37";"27";"   4.80";"   5.59";"   5.26";"   4.80";"   4.57";"   3.97";"   3.67";"   3.60";"   3.69";"   3.71";"   3.33";"   3.43";"202009";"15/01/2021 07:40:34"
"UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO (331872)";"Médico Hospitalar";"Grande";"38";"36";"   4.51";"   4.37";"   5.02";"   4.51";"   4.09";"   2.84";"   2.57";"   3.03";"   4.06";"   4.35";"   3.93";"   3.09";"202009";"15/01/2021 07:40:34"
"SUL AMÉRICA SERVIÇOS DE SAÚDE S.A. (416428)";"Médico Hospitalar";"Grande";"39";"44";"   4.25";"   3.39";"   3.63";"   4.25";"   4.39";"   3.68";"   2.52";"   2.73";"   3.24";"   4.81";"   5.03";"   5.34";"202009";"15/01/2021 07:40:34"
"POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS (419133)";"Médico Hospitalar";"Grande";"40";"35";"   4.19";"   4.49";"   4.09";"   4.19";"   3.77";"   3.00";"   2.32";"   3.53";"   5.54";"  11.11";"  10.79";"  10.07";"202009";"15/01/2021 07:40:34"
"UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS (304701)";"Médico Hospitalar";"Grande";"41";"42";"   4.12";"   3.52";"   3.68";"   4.12";"   4.07";"   3.48";"   2.84";"   3.18";"   3.61";"   4.23";"   3.68";"   3.88";"202009";"15/01/2021 07:40:34"
"HAPVIDA ASSISTENCIA MEDICA S.A. (368253)";"Médico Hospitalar";"Grande";"42";"39";"   3.99";"   3.99";"   4.03";"   3.99";"   3.51";"   3.04";"   2.56";"   2.66";"   2.85";"   3.31";"   3.16";"   3.18";"202009";"15/01/2021 07:40:34"
"UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO (321044)";"Médico Hospitalar";"Grande";"43";"47";"   3.93";"   2.94";"   3.09";"   3.93";"   4.16";"   4.00";"   3.00";"   2.33";"   1.92";"   2.06";"   2.35";"   2.49";"202009";"15/01/2021 07:40:34"
"MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A. (333689)";"Médico Hospitalar";"Grande";"44";"45";"   3.67";"   3.09";"   3.21";"   3.67";"   3.72";"   2.97";"   2.11";"   2.16";"   2.44";"   2.47";"   2.30";"   2.24";"202009";"15/01/2021 07:40:34"
"UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS (319996)";"Médico Hospitalar";"Grande";"45";"52";"   3.56";"   2.66";"   3.01";"   3.56";"   3.88";"   3.38";"   2.58";"   2.54";"   2.48";"   2.63";"   2.37";"   2.39";"202009";"15/01/2021 07:40:34"
"UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS (315729)";"Médico Hospitalar";"Grande";"46";"48";"   3.52";"   2.76";"   2.90";"   3.52";"   3.39";"   3.66";"   2.68";"   2.34";"   2.34";"   3.18";"   2.86";"   2.45";"202009";"15/01/2021 07:40:34"
"CAIXA ECONÔMICA FEDERAL (312924)";"Médico Hospitalar";"Grande";"47";"49";"   3.48";"   2.73";"   3.12";"   3.48";"   3.99";"   3.62";"   3.48";"   3.61";"   4.47";"   4.96";"   4.53";"   4.92";"202009";"15/01/2021 07:40:34"
"UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO (343889)";"Médico Hospitalar";"Grande";"48";"51";"   3.31";"   2.68";"   2.77";"   3.31";"   3.08";"   2.87";"   2.45";"   2.59";"   2.68";"   2.65";"   2.53";"   2.54";"202009";"15/01/2021 07:40:34"
"UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO (335100)";"Médico Hospitalar";"Grande";"49";"50";"   3.30";"   2.71";"   3.39";"   3.30";"   3.00";"   2.40";"   1.96";"   2.24";"   2.57";"   3.17";"   2.95";"   2.80";"202009";"15/01/2021 07:40:34"
"BIO SAÚDE SERVIÇOS MÉDICOS LTDA (402966)";"Médico Hospitalar";"Grande";"50";"43";"   3.10";"   3.40";"   3.04";"   3.10";"   2.63";"   2.25";"   2.61";"   3.11";"   4.69";"   5.24";"   5.25";"   4.69";"202009";"15/01/2021 07:40:34"
"UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO (342084)";"Médico Hospitalar";"Grande";"51";"57";"   3.08";"   2.11";"   2.16";"   3.08";"   3.50";"   3.43";"   2.70";"   2.61";"   2.47";"   2.24";"   2.01";"   2.39";"202009";"15/01/2021 07:40:34"
"UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO (335690)";"Médico Hospitalar";"Grande";"52";"56";"   3.07";"   2.17";"   2.59";"   3.07";"   3.03";"   2.64";"   2.01";"   1.79";"   1.91";"   2.22";"   2.12";"   2.05";"202009";"15/01/2021 07:40:34"
"HUMANA ASSISTENCIA MEDICA LTDA (357511)";"Médico Hospitalar";"Grande";"53";"54";"   3.07";"   2.24";"   2.20";"   3.07";"   3.21";"   2.99";"   1.82";"   1.50";"   1.28";"   1.18";"   0.61";"   1.01";"202009";"15/01/2021 07:40:34"
"MEMORIAL SAUDE LTDA (373010)";"Médico Hospitalar";"Grande";"54";"41";"   2.88";"   3.55";"   2.96";"   2.88";"   3.22";"   3.95";"   4.16";"   4.06";"   3.78";"   3.26";"   2.82";"   1.82";"202009";"15/01/2021 07:40:34"
"UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS (312720)";"Médico Hospitalar";"Grande";"55";"46";"   2.83";"   3.00";"   2.82";"   2.83";"   2.43";"   2.16";"   1.39";"   1.25";"   1.87";"   2.25";"   2.75";"   2.31";"202009";"15/01/2021 07:40:34"
"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA (306886)";"Médico Hospitalar";"Grande";"56";"53";"   2.81";"   2.31";"   2.03";"   2.81";"   3.07";"   3.00";"   1.84";"   1.53";"   1.83";"   2.20";"   2.21";"   1.60";"202009";"15/01/2021 07:40:34"
"H.B. SAÚDE S/A. (350249)";"Médico Hospitalar";"Grande";"57";"74";"   2.73";"   0.79";"   1.76";"   2.73";"   2.53";"   1.36";"   0.72";"   0.85";"   1.58";"   1.27";"   1.35";"   0.75";"202009";"15/01/2021 07:40:34"
"UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO (351202)";"Médico Hospitalar";"Grande";"58";"71";"   2.40";"   0.95";"   1.77";"   2.40";"   2.89";"   2.15";"   1.66";"   2.44";"   2.60";"   2.85";"   1.80";"   2.03";"202009";"15/01/2021 07:40:34"
"UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO (312851)";"Médico Hospitalar";"Grande";"59";"69";"   1.93";"   1.09";"   1.00";"   1.93";"   2.21";"   2.12";"   1.56";"   1.56";"   2.20";"   2.12";"   1.95";"   2.05";"202009";"15/01/2021 07:40:34"
"PORTO SEGURO - SEGURO SAÚDE S/A (000582)";"Médico Hospitalar";"Grande";"60";"62";"   1.89";"   1.69";"   1.79";"   1.89";"   1.77";"   1.40";"   1.09";"   1.08";"   1.15";"   1.39";"   1.21";"   1.25";"202009";"15/01/2021 07:40:34"
"OMINT SERVIÇOS DE SAÚDE LTDA. (359661)";"Médico Hospitalar";"Grande";"61";"58";"   1.87";"   1.96";"   1.79";"   1.87";"   2.19";"   2.19";"   2.43";"   2.07";"   1.96";"   1.92";"   2.39";"   4.14";"202009";"15/01/2021 07:40:34"
"FUNDAÇÃO SÃO FRANCISCO XAVIER (339954)";"Médico Hospitalar";"Grande";"62";"61";"   1.61";"   1.74";"   1.42";"   1.61";"   1.47";"   1.51";"   1.00";"   1.36";"   1.45";"   1.82";"   1.45";"   1.49";"202009";"15/01/2021 07:40:34"
"UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO (371254)";"Médico Hospitalar";"Grande";"63";"67";"   1.59";"   1.33";"   1.39";"   1.59";"   1.46";"   1.21";"   1.14";"   1.44";"   1.77";"   1.84";"   1.70";"   1.63";"202009";"15/01/2021 07:40:34"
"PLANO HOSPITAL SAMARITANO LTDA (411256)";"Médico Hospitalar";"Grande";"64";"63";"   1.50";"   1.67";"   1.49";"   1.50";"   2.02";"   2.03";"   1.42";"   1.12";"   1.12";"   1.46";"   0.96";"   1.19";"202009";"15/01/2021 07:40:34"
"ODONTRAT ASSISTENCIA ODONTOLOGICA LTDA. - EIRELI (415961)";"Odontológica";"Pequeno";"16";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202010";"15/01/2021 07:40:34"
"BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (421561)";"Odontológica";"Pequeno";"16";"15";"0.00";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"202010";"15/01/2021 07:40:34"
"COOPERATIVA DOS CIRURGIÕES DENTISTAS DO ESTADO DE SERGIPE (359459)";"Odontológica";"Pequeno";"16";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202010";"15/01/2021 07:40:34"
"DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTDA (333620)";"Odontológica";"Pequeno";"16";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202010";"15/01/2021 07:40:34"
"REDE DENTAL OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (412350)";"Odontológica";"Pequeno";"16";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202010";"15/01/2021 07:40:34"
"BEM MAIS ODONTO OPERADORA ODONTOLÓGICA LTDA. (417874)";"Odontológica";"Pequeno";"16";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202010";"15/01/2021 07:40:34"
"UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA (343919)";"Odontológica";"Pequeno";"16";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202010";"15/01/2021 07:40:34"
"ORAL SAÚDE DE IBITINGA SERVIÇOS ODONTOLÓGICOS S/S LTDA (366510)";"Odontológica";"Pequeno";"16";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202010";"15/01/2021 07:40:34"
